date_time,close,MCS,Jaccard,VertexRanking,VertexEdgeOverlap,BagOfCliques,BagOfNodes,WeisfeleirLehmanKernel
2022-01-01 02:00:00,46808.55,0.12688,0.33658,0.26439,0.21761,0.32024,0.21778,0.51903
2022-01-01 03:00:00,46804.01,0.17421,0.36315,0.207,0.23626,0.31203,0.3133,0.60362
2022-01-01 04:00:00,46701.29,0.24936,0.47926,0.10633,0.34009,0.45161,0.46656,0.8483
2022-01-01 05:00:00,47188.0,0.22914,0.45813,0.20685,0.32962,0.424,0.44078,0.66952
2022-01-01 06:00:00,46976.98,0.21991,0.46036,0.20469,0.32804,0.41674,0.42148,0.85644
2022-01-01 07:00:00,47200.01,0.23,0.56426,0.1936,0.42116,0.56082,0.48514,0.56784
2022-01-01 08:00:00,47119.93,0.26555,0.49298,0.16408,0.36027,0.42515,0.49752,0.74058
2022-01-01 09:00:00,47139.67,0.33196,0.63903,0.26555,0.49247,0.60797,0.67896,0.85641
2022-01-01 10:00:00,46863.79,0.32265,0.57544,0.19044,0.43659,0.52131,0.59729,0.85841
2022-01-01 11:00:00,46758.11,0.2548,0.52009,0.14229,0.39433,0.49086,0.50884,0.79885
2022-01-01 12:00:00,47085.01,0.18821,0.40311,0.23294,0.2915,0.36454,0.36226,0.81653
2022-01-01 13:00:00,47023.9,0.17453,0.36239,0.14223,0.25724,0.32908,0.30826,0.62323
2022-01-01 14:00:00,46926.47,0.18413,0.38409,0.2342,0.27727,0.38591,0.2774,0.84518
2022-01-01 15:00:00,47231.0,0.14379,0.35617,0.19192,0.25369,0.337,0.26848,0.69016
2022-01-01 16:00:00,47302.78,0.20825,0.43194,0.23871,0.31057,0.37726,0.43638,0.78792
2022-01-01 17:00:00,47769.78,0.22408,0.41817,0.25869,0.30229,0.40538,0.38511,0.78901
2022-01-01 18:00:00,47578.42,0.16195,0.39171,0.28095,0.28393,0.40449,0.30745,0.68473
2022-01-01 19:00:00,47347.77,0.23958,0.50185,0.24793,0.37629,0.52342,0.39747,0.8823
2022-01-01 20:00:00,47413.98,0.2703,0.53564,0.20382,0.40676,0.56489,0.4521,0.0
2022-01-01 21:00:00,47335.57,0.22386,0.47249,0.16392,0.35688,0.47823,0.41723,0.29864
2022-01-01 22:00:00,47455.8,0.27458,0.37008,0.19643,0.27766,0.31289,0.38504,0.6058
2022-01-01 23:00:00,47733.43,0.1384,0.24027,0.15461,0.18213,0.32352,0.12536,0.71413
2022-01-02 00:00:00,47637.43,0.11309,0.2892,0.17309,0.20607,0.34437,0.05946,0.69986
2022-01-02 01:00:00,47384.62,0.04352,0.24225,0.21133,0.162,0.30958,0.05186,0.72992
2022-01-02 02:00:00,47379.51,0.20876,0.2383,0.17718,0.15687,0.20759,0.21101,0.96573
2022-01-02 03:00:00,47339.42,0.23649,0.5005,0.27179,0.35996,0.50769,0.42937,0.06099
2022-01-02 04:00:00,46915.59,0.26065,0.43372,0.17082,0.31373,0.38649,0.41528,0.92382
2022-01-02 05:00:00,47093.4,0.22274,0.4158,0.14174,0.3037,0.35385,0.39966,0.74121
2022-01-02 06:00:00,47128.82,0.19389,0.43996,0.09171,0.32635,0.40468,0.38108,0.51466
2022-01-02 07:00:00,47189.04,0.17408,0.42156,0.07097,0.31529,0.42734,0.30516,0.52526
2022-01-02 08:00:00,47231.0,0.2088,0.4404,0.16093,0.32454,0.41096,0.35343,0.4701
2022-01-02 09:00:00,47282.86,0.20941,0.4491,0.17047,0.32726,0.41206,0.39169,0.6698
2022-01-02 10:00:00,47200.1,0.20904,0.46034,0.13972,0.33803,0.49124,0.39055,0.67736
2022-01-02 11:00:00,47245.99,0.18454,0.39393,0.24355,0.2863,0.37135,0.33112,0.8015
2022-01-02 12:00:00,47296.55,0.18502,0.44138,0.13929,0.33105,0.4261,0.37815,0.84395
2022-01-02 13:00:00,47145.08,0.20601,0.49662,0.14735,0.37632,0.51655,0.37896,0.80169
2022-01-02 14:00:00,47126.08,0.21151,0.4256,0.25258,0.31352,0.48734,0.29552,0.67988
2022-01-02 15:00:00,47360.35,0.19573,0.52,0.14423,0.40593,0.55458,0.41297,0.70556
2022-01-02 16:00:00,47799.55,0.15639,0.39196,0.24415,0.30495,0.43331,0.27281,0.76128
2022-01-02 17:00:00,47418.22,0.16877,0.42438,0.34492,0.32594,0.53069,0.22152,0.65919
2022-01-02 18:00:00,47068.65,0.14942,0.39349,0.22555,0.29923,0.48715,0.28632,0.48717
2022-01-02 19:00:00,46920.01,0.18379,0.44416,0.29027,0.33823,0.44516,0.32181,0.84292
2022-01-02 20:00:00,47017.83,0.15686,0.29142,0.26429,0.21754,0.31155,0.23468,0.75431
2022-01-02 21:00:00,47028.21,0.08125,0.11517,0.29842,0.08815,0.20472,0.05193,0.3791
2022-01-02 22:00:00,47273.39,0.11589,0.17756,0.30156,0.12481,0.22972,0.05631,0.85118
2022-01-02 23:00:00,47299.07,0.04745,0.1844,0.32753,0.12427,0.21901,0.07345,0.75756
2022-01-03 00:00:00,47065.0,0.12535,0.31767,0.21862,0.21269,0.30102,0.23929,0.275
2022-01-03 01:00:00,47128.55,0.16396,0.22882,0.20318,0.14498,0.18084,0.21353,0.78584
2022-01-03 02:00:00,47008.12,0.12904,0.24157,0.17338,0.15756,0.20038,0.23365,0.81592
2022-01-03 03:00:00,46796.57,0.18933,0.3745,0.19879,0.25724,0.288,0.37775,0.97591
2022-01-03 04:00:00,46827.41,0.22797,0.37092,0.25702,0.25211,0.28109,0.43239,0.9528
2022-01-03 05:00:00,47090.32,0.23916,0.43085,0.17167,0.30054,0.36375,0.50931,0.31649
2022-01-03 06:00:00,46936.5,0.18641,0.44116,0.10952,0.30988,0.42412,0.35661,0.6541
2022-01-03 07:00:00,47058.42,0.24582,0.39017,0.09767,0.27082,0.35442,0.41092,0.89428
2022-01-03 08:00:00,46981.93,0.26735,0.46852,0.13593,0.33413,0.45399,0.40987,0.14871
2022-01-03 09:00:00,46988.39,0.23596,0.49278,0.14436,0.35873,0.46974,0.41629,0.9786
2022-01-03 10:00:00,47134.35,0.32552,0.54307,0.31115,0.40729,0.52988,0.47141,0.81066
2022-01-03 11:00:00,47385.28,0.20954,0.44816,0.21777,0.32703,0.4175,0.42386,0.62142
2022-01-03 12:00:00,47200.0,0.17963,0.47832,0.19817,0.35865,0.50028,0.35247,0.76233
2022-01-03 13:00:00,47149.82,0.42173,0.6795,0.29642,0.58483,0.72807,0.55625,0.75042
2022-01-03 14:00:00,46871.04,0.31879,0.76651,0.60853,0.69569,0.92273,0.62291,0.73047
2022-01-03 15:00:00,46687.69,0.31836,0.72315,0.42687,0.64431,0.84004,0.64441,0.75519
2022-01-03 16:00:00,46491.77,0.32121,0.74821,0.51322,0.66919,0.88661,0.6147,0.78341
2022-01-03 17:00:00,46584.86,0.26073,0.77027,0.66839,0.69116,0.93575,0.56287,0.78127
2022-01-03 18:00:00,46475.86,0.34344,0.71695,0.43182,0.62638,0.84792,0.59619,0.69654
2022-01-03 19:00:00,46372.55,0.2974,0.69641,0.36529,0.59128,0.80841,0.53702,0.56588
2022-01-03 20:00:00,45915.66,0.28224,0.69682,0.42311,0.59723,0.81415,0.52928,0.4155
2022-01-03 21:00:00,45987.4,0.31265,0.70421,0.45562,0.61585,0.81031,0.54784,0.66119
2022-01-03 22:00:00,46225.32,0.24655,0.6335,0.40067,0.54325,0.73341,0.43687,0.64636
2022-01-03 23:00:00,46459.56,0.21217,0.55301,0.29971,0.45729,0.60859,0.36283,0.6418
2022-01-04 00:00:00,46245.77,0.27646,0.55792,0.21726,0.45407,0.60428,0.44612,0.66117
2022-01-04 01:00:00,46060.38,0.25566,0.66256,0.33793,0.55704,0.73267,0.55137,0.59423
2022-01-04 02:00:00,46104.69,0.36186,0.76137,0.3625,0.67035,0.83292,0.76715,0.72884
2022-01-04 03:00:00,46319.84,0.38755,0.77386,0.28435,0.69237,0.8521,0.77569,0.56803
2022-01-04 04:00:00,46097.21,0.36331,0.79583,0.41306,0.72021,0.88954,0.7746,0.66725
2022-01-04 05:00:00,46157.15,0.43027,0.85484,0.72805,0.80385,0.99081,0.80643,0.98051
2022-01-04 06:00:00,46382.67,0.33268,0.811,0.87057,0.75739,0.94723,0.70272,0.97705
2022-01-04 07:00:00,46558.25,0.39155,0.84375,0.64631,0.78621,1.0,0.78927,0.95004
2022-01-04 08:00:00,46506.27,0.30153,0.74674,0.52932,0.66547,0.86336,0.61519,0.85617
2022-01-04 09:00:00,46356.0,0.32009,0.75741,0.29241,0.6699,0.84437,0.67245,0.67631
2022-01-04 10:00:00,46634.9,0.33064,0.75141,0.47965,0.66238,0.84172,0.65499,0.6661
2022-01-04 11:00:00,46735.35,0.23361,0.63858,0.434,0.54594,0.80405,0.37316,0.7309
2022-01-04 12:00:00,46634.4,0.23926,0.63853,0.40478,0.54309,0.73548,0.46191,0.57213
2022-01-04 13:00:00,46971.26,0.32426,0.65358,0.30381,0.55464,0.68638,0.60011,0.77108
2022-01-04 14:00:00,47338.27,0.40567,0.7098,0.27471,0.61195,0.77011,0.65916,1.0
2022-01-04 15:00:00,46900.0,0.2917,0.68662,0.30016,0.58485,0.78994,0.60091,0.93587
2022-01-04 16:00:00,46759.47,0.21829,0.60261,0.31483,0.49906,0.70388,0.44902,0.46788
2022-01-04 17:00:00,46540.06,0.26811,0.62219,0.30736,0.51586,0.71495,0.50893,0.50635
2022-01-04 18:00:00,45736.11,0.18517,0.55144,0.40297,0.44632,0.66378,0.38925,0.56271
2022-01-04 19:00:00,46039.93,0.19675,0.52188,0.48122,0.42004,0.58601,0.38365,0.7096
2022-01-04 20:00:00,46256.15,0.37014,0.70226,0.47889,0.59012,0.79498,0.6073,0.80888
2022-01-04 21:00:00,46215.85,0.21808,0.44835,0.32344,0.34757,0.45813,0.33629,0.49465
2022-01-04 22:00:00,46152.75,0.33385,0.47704,0.17528,0.36329,0.43232,0.45195,0.70065
2022-01-04 23:00:00,45814.61,0.1218,0.30903,0.24337,0.22778,0.31544,0.21849,0.67916
2022-01-05 00:00:00,46270.59,0.1139,0.23091,0.16529,0.16689,0.21245,0.17348,0.61199
2022-01-05 01:00:00,46101.06,0.23247,0.461,0.2543,0.34185,0.45099,0.43084,0.95365
2022-01-05 02:00:00,46299.62,0.24263,0.55115,0.29873,0.41341,0.57985,0.4622,0.93472
2022-01-05 03:00:00,46427.36,0.26263,0.52292,0.22502,0.40175,0.53599,0.41893,0.70853
2022-01-05 04:00:00,46412.0,0.28482,0.58122,0.16272,0.45974,0.5606,0.55888,0.76792
2022-01-05 05:00:00,46304.01,0.33907,0.63033,0.40895,0.49846,0.64386,0.60368,0.57681
2022-01-05 06:00:00,46453.63,0.32597,0.68846,0.37074,0.56357,0.73559,0.63911,0.69853
2022-01-05 07:00:00,46407.17,0.24568,0.60445,0.3222,0.47967,0.64786,0.50424,0.45297
2022-01-05 08:00:00,46646.05,0.21103,0.46968,0.23325,0.35937,0.47538,0.43521,0.59371
2022-01-05 09:00:00,46856.46,0.17084,0.43762,0.16243,0.33999,0.45338,0.36088,0.65483
2022-01-05 10:00:00,46820.84,0.20109,0.41996,0.2723,0.32282,0.4419,0.2928,0.78689
2022-01-05 11:00:00,46274.88,0.20591,0.48674,0.22762,0.37643,0.51353,0.39348,0.86029
2022-01-05 12:00:00,46230.06,0.16877,0.43081,0.20463,0.33257,0.45815,0.33186,0.76032
2022-01-05 13:00:00,46436.08,0.1933,0.50055,0.22897,0.38789,0.53425,0.35828,0.71736
2022-01-05 14:00:00,46699.32,0.18479,0.45711,0.18106,0.35248,0.45322,0.36428,0.79565
2022-01-05 15:00:00,46629.7,0.18581,0.47543,0.21001,0.37264,0.53988,0.2988,0.56551
2022-01-05 16:00:00,46297.89,0.19515,0.47475,0.2361,0.37729,0.49792,0.35602,0.69273
2022-01-05 17:00:00,46007.5,0.17622,0.5605,0.42031,0.45809,0.66316,0.34132,0.62548
2022-01-05 18:00:00,45917.49,0.14582,0.46191,0.28312,0.36531,0.54949,0.27239,0.75946
2022-01-05 19:00:00,44665.0,0.14787,0.43509,0.21199,0.3338,0.48245,0.27643,0.78035
2022-01-05 20:00:00,43948.01,0.16664,0.49843,0.19931,0.39538,0.56432,0.35833,0.73235
2022-01-05 21:00:00,43588.83,0.17199,0.34075,0.29403,0.27171,0.39277,0.2123,0.85364
2022-01-05 22:00:00,43433.04,0.16255,0.33677,0.28181,0.25991,0.36143,0.26815,0.78813
2022-01-05 23:00:00,43436.04,0.17196,0.30464,0.29593,0.22691,0.29043,0.19709,0.75421
2022-01-06 00:00:00,43688.24,0.07145,0.32084,0.26624,0.22757,0.33305,0.15045,0.51919
2022-01-06 01:00:00,43548.44,0.16049,0.28306,0.21898,0.19432,0.27939,0.23518,0.66673
2022-01-06 02:00:00,43254.32,0.17501,0.27902,0.28995,0.1906,0.26836,0.21366,0.75106
2022-01-06 03:00:00,42825.2,0.16515,0.40403,0.21275,0.28784,0.40942,0.27585,0.66141
2022-01-06 04:00:00,43024.73,0.20944,0.46736,0.29298,0.34259,0.48246,0.31281,0.73462
2022-01-06 05:00:00,43047.28,0.23391,0.47941,0.29863,0.36209,0.45817,0.39784,0.54674
2022-01-06 06:00:00,43081.28,0.17798,0.52674,0.20209,0.40389,0.59081,0.34271,0.72806
2022-01-06 07:00:00,43227.81,0.18555,0.50071,0.24184,0.37912,0.57964,0.36348,0.84071
2022-01-06 08:00:00,43052.55,0.1283,0.37724,0.18511,0.28523,0.45925,0.21534,0.58309
2022-01-06 09:00:00,42583.42,0.16265,0.49039,0.11753,0.38749,0.53591,0.35077,0.68054
2022-01-06 10:00:00,42882.77,0.1964,0.52386,0.14994,0.41691,0.55127,0.41667,0.58989
2022-01-06 11:00:00,42860.16,0.17541,0.40369,0.17459,0.31966,0.45358,0.32219,0.74045
2022-01-06 12:00:00,43048.61,0.2185,0.45666,0.21627,0.36132,0.48788,0.36176,0.85223
2022-01-06 13:00:00,43143.83,0.14261,0.32501,0.28541,0.24824,0.33124,0.25479,0.41815
2022-01-06 14:00:00,42786.39,0.1732,0.41731,0.24463,0.3232,0.45524,0.27337,0.76337
2022-01-06 15:00:00,42938.36,0.17434,0.41426,0.24135,0.32241,0.47697,0.25463,0.68425
2022-01-06 16:00:00,42876.79,0.12087,0.37616,0.29984,0.28875,0.46132,0.25261,0.62349
2022-01-06 17:00:00,43011.02,0.14188,0.41788,0.2463,0.32356,0.49653,0.28097,0.8269
2022-01-06 18:00:00,43385.85,0.18665,0.42557,0.27533,0.3335,0.44099,0.3252,0.57764
2022-01-06 19:00:00,43441.82,0.21925,0.49891,0.26657,0.4014,0.55645,0.41958,0.47478
2022-01-06 20:00:00,43214.64,0.20927,0.53964,0.3961,0.43723,0.61292,0.43404,0.91877
2022-01-06 21:00:00,43114.04,0.27854,0.48484,0.33236,0.38281,0.5026,0.4034,0.76344
2022-01-06 22:00:00,43170.79,0.2041,0.32321,0.246,0.24432,0.412,0.34758,0.83885
2022-01-06 23:00:00,43083.76,0.21702,0.32474,0.13249,0.24248,0.30765,0.28754,0.83329
2022-01-07 00:00:00,42768.35,0.13639,0.21417,0.26826,0.156,0.26031,0.13042,0.59722
2022-01-07 01:00:00,43000.81,0.18284,0.30626,0.08817,0.21219,0.27591,0.31233,0.65735
2022-01-07 02:00:00,42779.33,0.26114,0.45524,0.24529,0.32971,0.44014,0.43599,0.31553
2022-01-07 03:00:00,41797.85,0.17982,0.32054,0.21965,0.22502,0.24801,0.33559,0.85834
2022-01-07 04:00:00,41689.99,0.18706,0.3056,0.17461,0.22207,0.24706,0.30682,0.50276
2022-01-07 05:00:00,41834.3,0.32171,0.54305,0.3601,0.42401,0.53646,0.48209,0.85369
2022-01-07 06:00:00,41507.76,0.24541,0.52357,0.2672,0.40469,0.50184,0.49615,0.75135
2022-01-07 07:00:00,41683.68,0.27122,0.63046,0.32633,0.50357,0.67627,0.56921,0.80628
2022-01-07 08:00:00,42072.51,0.22217,0.54685,0.34403,0.42634,0.55692,0.46565,0.4326
2022-01-07 09:00:00,42415.48,0.27026,0.57219,0.2184,0.44735,0.53769,0.5788,0.87161
2022-01-07 10:00:00,42162.88,0.33076,0.59244,0.2568,0.46839,0.60573,0.56197,0.80995
2022-01-07 11:00:00,42241.74,0.22734,0.51714,0.35419,0.41059,0.52108,0.44323,0.68043
2022-01-07 12:00:00,42397.71,0.24458,0.55751,0.24663,0.44941,0.55504,0.52479,0.5936
2022-01-07 13:00:00,41476.71,0.21569,0.54792,0.26954,0.43805,0.56666,0.46715,0.4528
2022-01-07 14:00:00,41895.02,0.24496,0.52774,0.29111,0.41775,0.5338,0.45539,0.30329
2022-01-07 15:00:00,41321.73,0.18311,0.45674,0.21534,0.35333,0.47932,0.37935,0.65401
2022-01-07 16:00:00,42141.29,0.19166,0.48408,0.3516,0.37663,0.52666,0.34511,0.78693
2022-01-07 17:00:00,41992.31,0.2058,0.4852,0.34196,0.37934,0.51518,0.39747,0.8634
2022-01-07 18:00:00,41697.79,0.17396,0.45227,0.29318,0.35655,0.48209,0.34163,0.45643
2022-01-07 19:00:00,41771.8,0.19835,0.50069,0.33154,0.40184,0.53309,0.38302,0.78361
2022-01-07 20:00:00,41912.19,0.19848,0.46782,0.31733,0.3713,0.48344,0.41808,0.59647
2022-01-07 21:00:00,41877.12,0.22358,0.41431,0.37197,0.32161,0.44611,0.32957,0.65949
2022-01-07 22:00:00,41535.69,0.15386,0.24797,0.20849,0.19123,0.30581,0.1268,0.60769
2022-01-07 23:00:00,41565.18,0.15485,0.29389,0.20942,0.22598,0.30686,0.2172,0.69781
2022-01-08 00:00:00,41993.0,0.15417,0.3893,0.24737,0.29477,0.43378,0.22988,0.79929
2022-01-08 01:00:00,41887.63,0.13599,0.34256,0.29246,0.24629,0.35628,0.21755,0.71521
2022-01-08 02:00:00,41878.93,0.10519,0.21342,0.30587,0.1425,0.16801,0.22037,0.37757
2022-01-08 03:00:00,41807.56,0.07877,0.1351,0.28111,0.0851,0.13164,0.06958,0.53007
2022-01-08 04:00:00,41900.12,0.1076,0.31189,0.23417,0.21305,0.32247,0.20889,0.20645
2022-01-08 05:00:00,41977.37,0.18638,0.46076,0.17621,0.34107,0.47098,0.37858,0.82571
2022-01-08 06:00:00,41923.58,0.17674,0.36957,0.0651,0.27412,0.35794,0.29404,0.82542
2022-01-08 07:00:00,41907.74,0.27901,0.47377,0.16658,0.36501,0.47315,0.41328,0.59776
2022-01-08 08:00:00,41966.97,0.2256,0.53713,0.16654,0.43353,0.56684,0.4508,0.85386
2022-01-08 09:00:00,42158.3,0.23367,0.53119,0.04803,0.4327,0.56463,0.48725,0.62904
2022-01-08 10:00:00,41921.22,0.27598,0.63761,0.3426,0.51976,0.70458,0.51182,0.70338
2022-01-08 11:00:00,41947.32,0.19296,0.47644,0.14197,0.36664,0.49424,0.40083,0.2634
